,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ofav_gene,contrast,contrast_gene,name,description,contrast_id
318,17.59043843,-19.10681838,4.886291018,-3.910290712,9.22E-05,0.004606646,LOC110068256,1,1_LOC110068256,LOC110068256,tyramine/octopamine receptor-like, C_EE_H_D_EE_H
109,16.76579232,-19.09713807,3.47560489,-5.494622858,3.92E-08,5.74E-06,LOC110062629,1,1_LOC110062629,LOC110062629,uncharacterized LOC110062629, C_EE_H_D_EE_H
249,9.357035268,-19.09280011,4.416094271,-4.323458455,1.54E-05,0.000980277,LOC110066988,1,1_LOC110066988,LOC110066988,BTB/POZ domain-containing protein 6-B-like, C_EE_H_D_EE_H
246,14.20331274,-19.05487473,4.390015387,-4.340502948,1.42E-05,0.000918299,LOC110051454,1,1_LOC110051454,LOC110051454,"battenin-like, transcript variant X1", C_EE_H_D_EE_H
199,14.64740373,-19.0320754,4.052493696,-4.696386183,2.65E-06,0.000211458,LOC110060233,1,1_LOC110060233,LOC110060233,beta-2 adrenergic receptor-like, C_EE_H_D_EE_H
390,9.164072914,-19.01268974,5.609254658,-3.389521585,0.000700147,0.028455334,LOC110045334,1,1_LOC110045334,LOC110045334,uncharacterized LOC110045334, C_EE_H_D_EE_H
35,21.68498461,-18.9962314,2.963523223,-6.41001604,1.46E-10,6.61E-08,LOC110057236,1,1_LOC110057236,LOC110057236,"centrosomal protein POC5-like, transcript variant X1", C_EE_H_D_EE_H
222,15.03594828,-18.99131338,4.146816025,-4.579733768,4.66E-06,0.000333259,LOC110060934,1,1_LOC110060934,LOC110060934,"uncharacterized LOC110060934, transcript variant X4", C_EE_H_D_EE_H
327,11.45006151,-18.98851223,4.994457741,-3.801916687,0.000143581,0.00697751,LOC110046690,1,1_LOC110046690,LOC110046690,translation initiation factor eIF-2B subunit gamma-like, C_EE_H_D_EE_H
358,10.31261076,-18.98608462,5.263508536,-3.607115765,0.00030962,0.013779197,LOC110061607,1,1_LOC110061607,LOC110061607,uncharacterized LOC110061607, C_EE_H_D_EE_H
190,15.16265299,-18.97799412,3.953533764,-4.800261045,1.58E-06,0.00013253,LOC110053326,1,1_LOC110053326,LOC110053326,"putative histone-lysine N-methyltransferase PRDM6, transcript variant X1", C_EE_H_D_EE_H
1002,9.552111504,-18.97468229,3.935025137,-4.821997734,1.42E-06,6.97E-05,LOC110053869,4,4_LOC110053869,LOC110053869,uncharacterized LOC110053869, C_PE_H_C_EE_H
1019,31.81547475,-18.97346492,4.324740085,-4.387191957,1.15E-05,0.000535091,LOC110053159,4,4_LOC110053159,LOC110053159,"DBH-like monooxygenase protein 1, transcript variant X2", C_PE_H_C_EE_H
976,7.010854298,-18.97211631,3.624643138,-5.234202538,1.66E-07,8.84E-06,LOC110052046,4,4_LOC110052046,LOC110052046,MAM and LDL-receptor class A domain-containing protein 1-like, C_PE_H_C_EE_H
351,17.3917965,-18.94994948,5.186954959,-3.653386165,0.000258805,0.011650604,LOC110041899,1,1_LOC110041899,LOC110041899,E3 ubiquitin-protein ligase TRIM71-like, C_EE_H_D_EE_H
776,31.02365786,-18.94313507,2.466348833,-7.680639016,1.58E-14,2.57E-12,LOC110060001,4,4_LOC110060001,LOC110060001,BTB/POZ domain-containing protein 6-like, C_PE_H_C_EE_H
724,18.18188695,-18.90677339,2.222186309,-8.508185526,1.77E-17,6.10E-15,LOC110053099,4,4_LOC110053099,LOC110053099,"cytosolic 5'-nucleotidase 3-like, transcript variant X2", C_PE_H_C_EE_H
938,8.120988948,-18.90449483,3.319548851,-5.69489882,1.23E-08,7.54E-07,LOC110055825,4,4_LOC110055825,LOC110055825,uncharacterized LOC110055825, C_PE_H_C_EE_H
866,12.31926483,-18.88501731,2.913427927,-6.482060918,9.05E-11,7.65E-09,LOC110053225,4,4_LOC110053225,LOC110053225,collagen triple helix repeat-containing protein 1-like, C_PE_H_C_EE_H
841,12.19529159,-18.8580492,2.797056831,-6.742104411,1.56E-11,1.52E-09,LOC110040243,4,4_LOC110040243,LOC110040243,uncharacterized LOC110040243, C_PE_H_C_EE_H
136,14.49499471,-18.83878616,3.599391747,-5.233880469,1.66E-07,1.94E-05,LOC110059420,1,1_LOC110059420,LOC110059420,myosin-2 heavy chain-like, C_EE_H_D_EE_H
235,11.12371178,-18.83514481,4.208403721,-4.475603116,7.62E-06,0.000515246,LOC110067164,1,1_LOC110067164,LOC110067164,uncharacterized LOC110067164, C_EE_H_D_EE_H
306,8.532301412,-18.81813611,4.726424799,-3.981473715,6.85E-05,0.003556743,LOC110069436,1,1_LOC110069436,LOC110069436,"perlucin-like protein, transcript variant X2", C_EE_H_D_EE_H
717,19.9126933,-18.80133086,2.147327083,-8.755690278,2.03E-18,8.27E-16,LOC110043723,4,4_LOC110043723,LOC110043723,transcription factor Sox-17-beta.3-like, C_PE_H_C_EE_H
197,10.96513886,-18.79163629,3.963866939,-4.740733374,2.13E-06,0.000171773,LOC110047414,1,1_LOC110047414,LOC110047414,protein CIP2A homolog, C_EE_H_D_EE_H
266,12.00407834,-18.786125,4.441832561,-4.229363612,2.34E-05,0.001400041,LOC110065054,1,1_LOC110065054,LOC110065054,mitochondrial ribonuclease P protein 3-like, C_EE_H_D_EE_H
926,8.870699565,-18.78304668,3.263971003,-5.754661013,8.68E-09,5.56E-07,LOC110063528,4,4_LOC110063528,LOC110063528,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like", C_PE_H_C_EE_H
272,12.33850473,-18.77214098,4.467080045,-4.202329215,2.64E-05,0.001543428,LOC110047837,1,1_LOC110047837,LOC110047837,growth/differentiation factor 8-like, C_EE_H_D_EE_H
111,21.04134717,-18.75091785,3.444309984,-5.444027377,5.21E-08,7.45E-06,LOC110048050,1,1_LOC110048050,LOC110048050,collagen alpha-1(XII) chain-like, C_EE_H_D_EE_H
856,12.91228449,-18.74767294,2.851701039,-6.574207005,4.89E-11,4.38E-09,LOC110064527,4,4_LOC110064527,LOC110064527,transient receptor potential cation channel subfamily A member 1-like, C_PE_H_C_EE_H
934,7.320402136,-18.68853439,3.265433096,-5.723141107,1.05E-08,6.49E-07,LOC110047416,4,4_LOC110047416,LOC110047416,uncharacterized LOC110047416, C_PE_H_C_EE_H
897,13.36534141,-18.67150932,3.041413018,-6.139090354,8.30E-10,6.02E-08,LOC110039728,4,4_LOC110039728,LOC110039728,protein DD3-3-like, C_PE_H_C_EE_H
944,10.6867184,-18.66685559,3.345074233,-5.580400998,2.40E-08,1.43E-06,LOC110067067,4,4_LOC110067067,LOC110067067,uncharacterized LOC110067067, C_PE_H_C_EE_H
201,18.82058892,-18.65770469,3.978710484,-4.689384856,2.74E-06,0.000216645,LOC110056593,1,1_LOC110056593,LOC110056593,uncharacterized LOC110056593, C_EE_H_D_EE_H
270,11.91791726,-18.65499883,4.429838334,-4.211214366,2.54E-05,0.00149494,LOC110055594,1,1_LOC110055594,LOC110055594,dehydrogenase/reductase SDR family member on chromosome X-like, C_EE_H_D_EE_H
965,9.331471995,-18.64031825,3.475956259,-5.362644655,8.20E-08,4.54E-06,LOC110057534,4,4_LOC110057534,LOC110057534,sodium channel modifier 1-like, C_PE_H_C_EE_H
191,13.37077615,-18.64000395,3.897567067,-4.782471638,1.73E-06,0.000144061,LOC110068266,1,1_LOC110068266,LOC110068266,serine/threonine-protein phosphatase 4 regulatory subunit 1-like, C_EE_H_D_EE_H
411,10.57016605,-18.62550691,5.729333127,-3.250903115,0.001150391,0.044478968,LOC110045842,1,1_LOC110045842,LOC110045842,uncharacterized LOC110045842, C_EE_H_D_EE_H
666,5.805359396,-18.61606314,3.069245251,-6.065355361,1.32E-09,2.09E-06,LOC110045859,3,3_LOC110045859,LOC110045859,gamma-aminobutyric acid receptor subunit beta-2-like, C_PE_D_D_EE_D
326,8.611637324,-18.57534327,4.861209633,-3.821136028,0.000132838,0.006475259,LOC110058730,1,1_LOC110058730,LOC110058730,protein decapentaplegic-like, C_EE_H_D_EE_H
961,15.93819033,-18.57283034,3.421533605,-5.42821801,5.69E-08,3.20E-06,LOC110042328,4,4_LOC110042328,LOC110042328,uncharacterized LOC110042328, C_PE_H_C_EE_H
430,7.916003361,-18.56101177,6.091046091,-3.047261749,0.002309365,0.08534447,LOC110052431,1,1_LOC110052431,LOC110052431,"uncharacterized LOC110052431, transcript variant X2", C_EE_H_D_EE_H
273,8.893675594,-18.55154907,4.423343554,-4.194010446,2.74E-05,0.001595301,LOC110061326,1,1_LOC110061326,LOC110061326,matrix metalloproteinase-16-like, C_EE_H_D_EE_H
372,9.320771589,-18.53851716,5.258018093,-3.525761386,0.000422267,0.018038303,LOC110044200,1,1_LOC110044200,LOC110044200,"uncharacterized LOC110044200, transcript variant X3", C_EE_H_D_EE_H
220,14.14335469,-18.5379793,4.035508419,-4.593715926,4.35E-06,0.000314513,LOC110055237,1,1_LOC110055237,LOC110055237,vesicle transport protein GOT1B-like, C_EE_H_D_EE_H
211,11.79634333,-18.53535058,3.973947667,-4.664216074,3.10E-06,0.000233316,LOC110051705,1,1_LOC110051705,LOC110051705,uncharacterized LOC110051705, C_EE_H_D_EE_H
72,19.9126933,-18.53265139,3.087504137,-6.002470141,1.94E-09,4.29E-07,LOC110043723,1,1_LOC110043723,LOC110043723,transcription factor Sox-17-beta.3-like, C_EE_H_D_EE_H
397,6.910456338,-18.52025613,5.532898639,-3.347297202,0.000816037,0.032664079,LOC110066517,1,1_LOC110066517,LOC110066517,uncharacterized LOC110066517, C_EE_H_D_EE_H
842,19.89658491,-18.51872828,2.749592134,-6.735081926,1.64E-11,1.59E-09,LOC110055643,4,4_LOC110055643,LOC110055643,T-cell acute lymphocytic leukemia protein 1-like, C_PE_H_C_EE_H
210,16.24906596,-18.51013941,3.967472344,-4.665474087,3.08E-06,0.000232997,LOC110045356,1,1_LOC110045356,LOC110045356,nephrocystin-1-like, C_EE_H_D_EE_H
214,14.65079506,-18.5053227,3.981347582,-4.648004807,3.35E-06,0.000248881,LOC110045038,1,1_LOC110045038,LOC110045038,vacuolar protein sorting-associated protein 37A-like, C_EE_H_D_EE_H
391,4.04688094,-18.50500992,5.459445297,-3.389540313,0.000700099,0.028455334,LOC110039709,1,1_LOC110039709,LOC110039709,"target of rapamycin complex 2 subunit MAPKAP1-like, transcript variant X1", C_EE_H_D_EE_H
948,10.1226609,-18.49957687,3.334936776,-5.547204675,2.90E-08,1.71E-06,LOC110043445,4,4_LOC110043445,LOC110043445,prostaglandin D2 receptor-like, C_PE_H_C_EE_H
385,5.987536744,-18.49898153,5.382458051,-3.436902127,0.000588408,0.024286739,LOC110056647,1,1_LOC110056647,LOC110056647,uncharacterized LOC110056647, C_EE_H_D_EE_H
1005,11.61339856,-18.47413692,3.905563023,-4.730210934,2.24E-06,0.000108879,LOC110056894,4,4_LOC110056894,LOC110056894,"XK-related protein 6-like, transcript variant X4", C_PE_H_C_EE_H
319,8.870699565,-18.46873511,4.74916822,-3.888835741,0.000100726,0.005017683,LOC110063528,1,1_LOC110063528,LOC110063528,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1-like", C_EE_H_D_EE_H
378,7.010854298,-18.43753327,5.284188506,-3.489189162,0.000484488,0.020367729,LOC110052046,1,1_LOC110052046,LOC110052046,MAM and LDL-receptor class A domain-containing protein 1-like, C_EE_H_D_EE_H
368,9.432252452,-18.37943302,5.185353938,-3.544489583,0.000393374,0.017078701,LOC110068991,1,1_LOC110068991,LOC110068991,uncharacterized LOC110068991, C_EE_H_D_EE_H
884,14.50198738,-18.35623935,2.928242337,-6.268688598,3.64E-10,2.81E-08,LOC110065103,4,4_LOC110065103,LOC110065103,uncharacterized LOC110065103, C_PE_H_C_EE_H
152,16.55473512,-18.33419597,3.594352392,-5.100834301,3.38E-07,3.54E-05,LOC110061801,1,1_LOC110061801,LOC110061801,XK-related protein 8-like, C_EE_H_D_EE_H
394,6.624776761,-18.31513645,5.417628329,-3.380655767,0.000723131,0.029186346,LOC110059968,1,1_LOC110059968,LOC110059968,carbohydrate sulfotransferase 3-like, C_EE_H_D_EE_H
362,14.11813743,-18.31021877,5.115338355,-3.579473634,0.000344287,0.01513265,LOC110063098,1,1_LOC110063098,LOC110063098,"uncharacterized LOC110063098, transcript variant X2", C_EE_H_D_EE_H
332,10.1226609,-18.29240866,4.855401733,-3.767434636,0.000164934,0.007894462,LOC110043445,1,1_LOC110043445,LOC110043445,prostaglandin D2 receptor-like, C_EE_H_D_EE_H
298,9.566083556,-18.29229942,4.538572406,-4.030408195,5.57E-05,0.00297141,LOC110052700,1,1_LOC110052700,LOC110052700,uncharacterized LOC110052700, C_EE_H_D_EE_H
296,14.77220293,-18.23173573,4.523744812,-4.030230812,5.57E-05,0.00297141,LOC110048665,1,1_LOC110048665,LOC110048665,"beta-hexosaminidase-like, transcript variant X2", C_EE_H_D_EE_H
312,16.4114474,-18.2306731,4.625512866,-3.941330102,8.10E-05,0.004127128,LOC110045418,1,1_LOC110045418,LOC110045418,sodium-dependent dopamine transporter-like, C_EE_H_D_EE_H
262,10.61774758,-18.21979977,4.300091029,-4.237073042,2.26E-05,0.001373495,LOC110064402,1,1_LOC110064402,LOC110064402,uncharacterized LOC110064402, C_EE_H_D_EE_H
223,15.13043523,-18.21793017,3.984545802,-4.572147261,4.83E-06,0.000344009,LOC110041529,1,1_LOC110041529,LOC110041529,uncharacterized LOC110041529, C_EE_H_D_EE_H
141,28.46207146,-18.18120914,3.526010409,-5.156311817,2.52E-07,2.82E-05,LOC110047864,1,1_LOC110047864,LOC110047864,"uncharacterized LOC110047864, transcript variant X2", C_EE_H_D_EE_H
979,9.748331459,-18.17727394,3.520964092,-5.1625843,2.44E-07,1.29E-05,LOC110066484,4,4_LOC110066484,LOC110066484,kelch-like protein 2, C_PE_H_C_EE_H
1003,9.396402799,-18.16553911,3.787916711,-4.795654311,1.62E-06,7.93E-05,LOC110040441,4,4_LOC110040441,LOC110040441,uncharacterized LOC110040441, C_PE_H_C_EE_H
786,28.46207146,-18.15530201,2.4398137,-7.441265706,9.97E-14,1.47E-11,LOC110047864,4,4_LOC110047864,LOC110047864,"uncharacterized LOC110047864, transcript variant X2", C_PE_H_C_EE_H
330,8.148302775,-18.1292558,4.797132177,-3.779186217,0.000157342,0.007576719,LOC110045182,1,1_LOC110045182,LOC110045182,uncharacterized LOC110045182, C_EE_H_D_EE_H
868,12.15077083,-18.11666216,2.810858474,-6.445241667,1.15E-10,9.65E-09,LOC110041025,4,4_LOC110041025,LOC110041025,kelch-like protein 1, C_PE_H_C_EE_H
854,18.82058892,-18.0786274,2.748481859,-6.577677541,4.78E-11,4.31E-09,LOC110056593,4,4_LOC110056593,LOC110056593,uncharacterized LOC110056593, C_PE_H_C_EE_H
996,15.34453974,-18.02807618,3.666526008,-4.91693667,8.79E-07,4.39E-05,LOC110062593,4,4_LOC110062593,LOC110062593,receptor-type tyrosine-protein phosphatase R-like, C_PE_H_C_EE_H
1011,9.164072914,-17.98880094,3.850733792,-4.671525457,2.99E-06,0.000142671,LOC110045334,4,4_LOC110045334,LOC110045334,uncharacterized LOC110045334, C_PE_H_C_EE_H
966,29.551711,-17.98233929,3.354979786,-5.359894974,8.33E-08,4.59E-06,LOC110055858,4,4_LOC110055858,LOC110055858,"uncharacterized LOC110055858, transcript variant X2", C_PE_H_C_EE_H
168,15.79488125,-17.98161714,3.620845827,-4.966137195,6.83E-07,6.50E-05,LOC110064622,1,1_LOC110064622,LOC110064622,"uncharacterized LOC110064622, transcript variant X2", C_EE_H_D_EE_H
921,11.06174967,-17.92061891,3.087595724,-5.804069092,6.47E-09,4.23E-07,LOC110044274,4,4_LOC110044274,LOC110044274,"uncharacterized LOC110044274, transcript variant X1", C_PE_H_C_EE_H
304,11.06174967,-17.89493566,4.491805086,-3.98390743,6.78E-05,0.003532037,LOC110044274,1,1_LOC110044274,LOC110044274,"uncharacterized LOC110044274, transcript variant X1", C_EE_H_D_EE_H
956,13.7047188,-17.87027436,3.256954426,-5.486805162,4.09E-08,2.34E-06,LOC110062755,4,4_LOC110062755,LOC110062755,fukutin-related protein-like, C_PE_H_C_EE_H
1001,7.873200286,-17.79599151,3.69012771,-4.822595018,1.42E-06,6.97E-05,LOC110043862,4,4_LOC110043862,LOC110043862,uncharacterized protein YxeI-like, C_PE_H_C_EE_H
387,6.673629092,-17.71103595,5.175952172,-3.421792814,0.000622097,0.025544556,LOC110055249,1,1_LOC110055249,LOC110055249,neo-calmodulin-like, C_EE_H_D_EE_H
893,15.02290209,-17.70061061,2.868632318,-6.170400613,6.81E-10,5.03E-08,LOC110061367,4,4_LOC110061367,LOC110061367,nucleolar protein 14-like, C_PE_H_C_EE_H
258,10.63872114,-17.67685817,4.151919216,-4.257514959,2.07E-05,0.001273201,LOC110042671,1,1_LOC110042671,LOC110042671,protein lin-41-like, C_EE_H_D_EE_H
369,15.93819033,-17.6689504,4.992935385,-3.538790118,0.000401965,0.017310652,LOC110042328,1,1_LOC110042328,LOC110042328,uncharacterized LOC110042328, C_EE_H_D_EE_H
331,12.11812886,-17.63917504,4.680812001,-3.768400662,0.000164297,0.007887738,LOC110040778,1,1_LOC110040778,LOC110040778,probable E3 ubiquitin-protein ligase DTX2, C_EE_H_D_EE_H
1100,12.40394884,-17.63109576,5.289190817,-3.333420248,0.000857853,0.032303639,LOC110050129,4,4_LOC110050129,LOC110050129,"hydroxyacyl-coenzyme A dehydrogenase, mitochondrial-like", C_PE_H_C_EE_H
1009,7.451608309,-17.59177222,3.738900416,-4.70506573,2.54E-06,0.000121839,LOC110063383,4,4_LOC110063383,LOC110063383,uncharacterized LOC110063383, C_PE_H_C_EE_H
112,37.43951369,-17.58442524,3.230909886,-5.442561339,5.25E-08,7.45E-06,LOC110054576,1,1_LOC110054576,LOC110054576,uncharacterized LOC110054576, C_EE_H_D_EE_H
988,10.25903085,-17.58254026,3.519195639,-4.996181533,5.85E-07,3.00E-05,LOC110040308,4,4_LOC110040308,LOC110040308,probable E3 ubiquitin-protein ligase ARI11, C_PE_H_C_EE_H
952,11.23704164,-17.54441434,3.179110727,-5.518654695,3.42E-08,1.98E-06,LOC110040957,4,4_LOC110040957,LOC110040957,BLOC-1-related complex subunit 5-like, C_PE_H_C_EE_H
176,23.82108009,-17.50710018,3.563272258,-4.91320868,8.96E-07,8.09E-05,LOC110045499,1,1_LOC110045499,LOC110045499,lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog, C_EE_H_D_EE_H
384,11.66527421,-17.5057688,5.091072706,-3.438522648,0.000584898,0.024204708,LOC110048022,1,1_LOC110048022,LOC110048022,ubiquitin-protein ligase E3C-like, C_EE_H_D_EE_H
873,15.16265299,-17.48095525,2.737501299,-6.385734047,1.71E-10,1.39E-08,LOC110053326,4,4_LOC110053326,LOC110053326,"putative histone-lysine N-methyltransferase PRDM6, transcript variant X1", C_PE_H_C_EE_H
400,9.733453567,-17.40643717,5.256449553,-3.311443778,0.000928159,0.036873432,LOC110052970,1,1_LOC110052970,LOC110052970,neural cell adhesion molecule 2-like, C_EE_H_D_EE_H
218,15.85395136,-17.4020777,3.776758309,-4.607675757,4.07E-06,0.000296823,LOC110058152,1,1_LOC110058152,LOC110058152,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A-like", C_EE_H_D_EE_H
977,11.18387365,-17.39724489,3.324718385,-5.232697291,1.67E-07,8.88E-06,LOC110060002,4,4_LOC110060002,LOC110060002,"BTB/POZ domain-containing protein 6-like, transcript variant X1", C_PE_H_C_EE_H
293,15.15242072,-17.33674018,4.280645489,-4.050029424,5.12E-05,0.002777464,LOC110065626,1,1_LOC110065626,LOC110065626,tetratricopeptide repeat protein 28-like, C_EE_H_D_EE_H
1028,7.916003361,-17.31534564,4.177841986,-4.144566908,3.40E-05,0.00154577,LOC110052431,4,4_LOC110052431,LOC110052431,"uncharacterized LOC110052431, transcript variant X2", C_PE_H_C_EE_H
244,14.36679424,-17.30695887,3.969472095,-4.360015251,1.30E-05,0.000846999,LOC110068357,1,1_LOC110068357,LOC110068357,"alternative oxidase, mitochondrial-like", C_EE_H_D_EE_H
375,17.27914701,-17.28899576,4.932334104,-3.50523614,0.000456202,0.019332035,LOC110045604,1,1_LOC110045604,LOC110045604,uncharacterized LOC110045604, C_EE_H_D_EE_H
207,13.18441493,-17.27058301,3.693259417,-4.676244222,2.92E-06,0.000225003,LOC110057599,1,1_LOC110057599,LOC110057599,acyl-CoA synthetase family member 4-like, C_EE_H_D_EE_H
1016,5.661814534,-17.22535623,3.779247241,-4.557880217,5.17E-06,0.000242937,LOC110056850,4,4_LOC110056850,LOC110056850,uncharacterized LOC110056850, C_PE_H_C_EE_H
1088,16.97349575,-17.06827889,4.962104417,-3.439725862,0.000582304,0.022569239,LOC110047843,4,4_LOC110047843,LOC110047843,testis-expressed protein 10-like, C_PE_H_C_EE_H
1069,2.399259415,-17.0360871,4.717669782,-3.611123263,0.000304874,0.01239066,LOC110064549,4,4_LOC110064549,LOC110064549,tctex1 domain-containing protein 2-like, C_PE_H_C_EE_H
964,10.9168495,-16.88309482,3.146049355,-5.36644309,8.03E-08,4.46E-06,LOC110057466,4,4_LOC110057466,LOC110057466,"uncharacterized LOC110057466, transcript variant X4", C_PE_H_C_EE_H
1027,10.36837764,-16.771637,4.043426971,-4.147876818,3.36E-05,0.001527962,LOC110066386,4,4_LOC110066386,LOC110066386,uncharacterized LOC110066386, C_PE_H_C_EE_H
857,13.18441493,-16.74779334,2.549733614,-6.568448267,5.08E-11,4.51E-09,LOC110057599,4,4_LOC110057599,LOC110057599,acyl-CoA synthetase family member 4-like, C_PE_H_C_EE_H
395,11.13078753,-16.73214053,4.954372105,-3.377247444,0.000732152,0.029454734,LOC110058795,1,1_LOC110058795,LOC110058795,peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase-like, C_EE_H_D_EE_H
995,17.14764936,-16.72415942,3.399909786,-4.919000937,8.70E-07,4.36E-05,LOC110052891,4,4_LOC110052891,LOC110052891,sacsin-like, C_PE_H_C_EE_H
900,11.79634333,-16.68369315,2.756587153,-6.052300261,1.43E-09,1.02E-07,LOC110051705,4,4_LOC110051705,LOC110051705,uncharacterized LOC110051705, C_PE_H_C_EE_H
404,11.10946331,-16.68305368,5.063256022,-3.294925955,0.000984476,0.038723541,LOC110046089,1,1_LOC110046089,LOC110046089,"uncharacterized LOC110046089, transcript variant X1", C_EE_H_D_EE_H
282,19.54120028,-16.66901649,4.018020115,-4.14856472,3.35E-05,0.001885317,LOC110046618,1,1_LOC110046618,LOC110046618,mitochondrial carnitine/acylcarnitine carrier protein-like, C_EE_H_D_EE_H
985,8.148302775,-16.63959463,3.306540354,-5.032327703,4.85E-07,2.51E-05,LOC110045182,4,4_LOC110045182,LOC110045182,uncharacterized LOC110045182, C_PE_H_C_EE_H
414,9.748331459,-16.61129758,5.166376395,-3.215270493,0.001303217,0.050022741,LOC110066484,1,1_LOC110066484,LOC110066484,kelch-like protein 2, C_EE_H_D_EE_H
959,12.57453693,-16.58149317,3.040929385,-5.452771529,4.96E-08,2.80E-06,LOC110045444,4,4_LOC110045444,LOC110045444,SHC SH2 domain-binding protein 1 homolog B-like, C_PE_H_C_EE_H
972,19.99326703,-16.56795625,3.156181715,-5.249367037,1.53E-07,8.25E-06,LOC110042118,4,4_LOC110042118,LOC110042118,"cAMP-dependent protein kinase catalytic subunit-like, transcript variant X2", C_PE_H_C_EE_H
